阶段,分组,小组排名,球队,球员姓名,位置,号码,国籍,出生日期,年龄,身高(cm),体重(kg),球员来源ID,照片URL
世界杯小组赛,Group I,3,Senegal,Antoine MENDY,DF,24,SEN,2004/5/27,22,187,80,494279,https://digitalhub.fifa.com/transform/6e92b02c-cd04-4c63-a901-36d050c5f772/MENDY-Antoine_494279
世界杯小组赛,Group I,3,Senegal,El Hadji Malick DIOUF,DF,25,SEN,2004/12/29,21,177,69,464865,https://digitalhub.fifa.com/transform/39400519-512a-43ef-97f2-7760d679aea5/DIOUF-El-Hadji-Malick_464865
世界杯小组赛,Group I,3,Senegal,Idrissa Gana GUEYE,MF,5,SEN,1989/9/26,36,174,64,332314,https://digitalhub.fifa.com/transform/4d275801-8b11-4fcc-bed0-ace70703da2d/IDRISSA-GANA-GUEYE_332314_1
世界杯小组赛,Group I,3,Senegal,Pathe CISS,MF,6,SEN,1994/3/16,32,186,70,448825,https://digitalhub.fifa.com/transform/fa3c3939-ed3d-46f5-9474-39fe481be534/CISS-Pathe_448825
世界杯小组赛,Group I,3,Senegal,Lamine CAMARA,MF,8,SEN,2004/1/1,22,174,70,464842,https://digitalhub.fifa.com/transform/b8bad481-9270-4f53-92fd-ec70fbb7a06e/CAMARA-Lamine_464842
世界杯小组赛,Group I,3,Senegal,Pape Matar SARR,MF,17,SEN,2002/9/14,23,185,80,418798,https://digitalhub.fifa.com/transform/60281798-1792-4113-ba5c-fbfd3299270f/SARR-Pape-Matar_418798
世界杯小组赛,Group I,3,Senegal,Habib DIARRA,MF,21,SEN,2004/1/3,22,178,76,486130,https://digitalhub.fifa.com/transform/87016310-d872-4f1d-b60a-2c9e702190d7/DIARRA-Habib_486130
世界杯小组赛,Group I,3,Senegal,Bara Sapoko NDIAYE,MF,22,SEN,2007/12/31,18,180,78,523354,https://digitalhub.fifa.com/transform/957881a0-4f0a-4ff8-baf4-e0c73f844244/NDIAYE-Bara-Sapoko_523354
世界杯小组赛,Group I,3,Senegal,Pape GUEYE,MF,26,SEN,1999/1/24,27,189,76,431788,https://digitalhub.fifa.com/transform/ce2a3833-450c-413b-990f-7c76132e4913/GUEYE-Pape_431788
世界杯小组赛,Group I,3,Senegal,Assane DIAO,FW,7,SEN,2005/9/7,20,185,82,484698,https://digitalhub.fifa.com/transform/2b8bf568-c645-4cbc-995a-5980c82e393b/DIAO-Assane_484698
世界杯小组赛,Group I,3,Senegal,Bamba DIENG,FW,9,SEN,2000/3/23,26,178,78,418781,https://digitalhub.fifa.com/transform/1c4c9caa-ee5b-49ef-afaf-159f1046f0eb/DIENG-Bamba_418781
世界杯小组赛,Group I,3,Senegal,Sadio MANE,FW,10,SEN,1992/4/10,34,175,69,353790,https://digitalhub.fifa.com/transform/e0f75257-7c12-4777-a0d6-87b5d30f5548/MANE-Sadio_353790
世界杯小组赛,Group I,3,Senegal,Nicolas JACKSON,FW,11,SEN,2001/6/20,25,187,83,418795,https://digitalhub.fifa.com/transform/27569451-1271-4fb3-86ee-51e88e913ec7/JACKSON-Nicolas_418795
世界杯小组赛,Group I,3,Senegal,Cherif NDIAYE,FW,12,SEN,1996/1/23,30,190,82,486168,https://digitalhub.fifa.com/transform/7839c6fe-1ef4-4201-84d7-4540216e1588/NDIAYE-Cherif_486168
世界杯小组赛,Group I,3,Senegal,Iliman NDIAYE,FW,13,SEN,2000/3/6,26,180,78,448815,https://digitalhub.fifa.com/transform/6e228075-d552-4471-80b9-6beb5f574ac6/NDIAYE-Iliman_448815
世界杯小组赛,Group I,3,Senegal,Ismaila SARR,FW,18,SEN,1998/2/25,28,185,76,401889,https://digitalhub.fifa.com/transform/695226c6-92b8-4aa6-995e-dcdd2d08eb96/SARR-Ismaila_401889
世界杯小组赛,Group I,3,Senegal,Ibrahim MBAYE,FW,20,SEN,2008/1/24,18,175,65,496358,https://digitalhub.fifa.com/transform/1583bcf3-3a11-4ebe-a9ef-18aba9e7f32b/MBAYE-Ibrahim_496358
世界杯小组赛,Group A,2,South Africa,Ronwen WILLIAMS,GK,1,RSA,1992/1/21,34,184,84,395986,https://digitalhub.fifa.com/transform/b95f9142-251c-4943-911c-9c8d7ad8dd1c/WILLIAMS-Ronwen_395986
世界杯小组赛,Group A,2,South Africa,Sipho CHAINE,GK,16,RSA,1996/12/14,29,186,77,494246,https://digitalhub.fifa.com/transform/c06e5903-d546-4bc6-a558-5ce40b336b64/CHAINE-Sipho_494246
世界杯小组赛,Group A,2,South Africa,Ricardo GOSS,GK,22,RSA,1994/4/2,32,181,80,395059,https://digitalhub.fifa.com/transform/2727bd1f-2d55-4a70-9bd5-58a96d4bf9bc/GOSS-Ricardo_395059
世界杯小组赛,Group A,2,South Africa,Thabang MATULUDI,DF,2,RSA,1999/1/14,27,189,75,510850,https://digitalhub.fifa.com/transform/33d0c67e-6bf5-41cb-a8ab-ad1cb098d166/MATULUDI-Thabang_510850
世界杯小组赛,Group A,2,South Africa,Khulumani NDAMANE,DF,3,RSA,2004/2/5,22,183,72,504192,https://digitalhub.fifa.com/transform/a3360ef3-4418-4f0a-9f74-318bdfa4ffd8/NDAMANE-Khulumani_504192
世界杯小组赛,Group A,2,South Africa,Aubrey MODIBA,DF,6,RSA,1995/7/22,30,171,73,395050,https://digitalhub.fifa.com/transform/e5ddfbfb-b601-4ff8-83a5-f55162967798/MODIBA-Aubrey_395050
世界杯小组赛,Group A,2,South Africa,Mbekezeli MBOKAZI,DF,14,RSA,2005/9/19,20,177,64,504199,https://digitalhub.fifa.com/transform/978b666d-f320-4d49-b717-a08fa7ae456f/MBOKAZI-Mbekezeli_504199
世界杯小组赛,Group A,2,South Africa,Samukele KABINI,DF,18,RSA,2004/3/15,22,179,78,504200,https://digitalhub.fifa.com/transform/29044a18-4871-49d0-af81-0b0887b148dd/KABINI-Samukelo_504200
世界杯小组赛,Group A,2,South Africa,Nkosinathi SIBISI,DF,19,RSA,1995/9/22,30,172,79,463221,https://digitalhub.fifa.com/transform/1fb66990-444a-4e4b-9047-41c2542ea91a/SIBISI-Nkosinathi_463221
世界杯小组赛,Group A,2,South Africa,Khuliso MUDAU,DF,20,RSA,1995/4/26,31,179,70,463218,https://digitalhub.fifa.com/transform/29d0b36b-2727-4fc0-ab1e-4d21b5858f5a/MUDAU-Khuliso_463218
世界杯小组赛,Group A,2,South Africa,Ime OKON,DF,21,RSA,2004/2/20,22,187,86,506039,https://digitalhub.fifa.com/transform/5f5d2eb3-3964-486f-9faa-800200078576/OKON-Ime_506039
世界杯小组赛,Group A,2,South Africa,Olwethu MAKHANYA,DF,24,RSA,2004/4/30,22,185,72,502245,https://digitalhub.fifa.com/transform/97ff80ac-588e-4b15-8c20-5a3cbd7f30f8/MAKHANYA-Olwethu_502245
世界杯小组赛,Group A,2,South Africa,Bradley Cross,DF,26,RSA,2001/1/30,25,175,70,419225,https://digitalhub.fifa.com/transform/6cee5a12-c935-4707-a3b8-2cad746fd5f5/CROSS-Bradley_419225
世界杯小组赛,Group A,2,South Africa,Teboho MOKOENA,MF,4,RSA,1997/1/24,29,177,76,403616,https://digitalhub.fifa.com/transform/bf36679b-73eb-4813-a99d-b9673439dd05/MOKOENA-Teboho_403616
世界杯小组赛,Group A,2,South Africa,Thalente MBATHA,MF,5,RSA,2000/3/6,26,179,74,494248,https://digitalhub.fifa.com/transform/5b2d0a1a-fe59-4136-90d3-4315c34b8500/MBATHA-Thalente_494248
世界杯小组赛,Group A,2,South Africa,Themba ZWANE,MF,11,RSA,1989/8/3,36,178,71,395984,https://digitalhub.fifa.com/transform/8d294899-e656-4484-91b7-99d646bc590c/ZWANE-Themba_395984
世界杯小组赛,Group A,2,South Africa,Sphephelo SITHOLE,MF,13,RSA,1999/3/3,27,197,87,390475,https://digitalhub.fifa.com/transform/200f1c50-a60a-4c33-ad94-b4dabd605f35/SITHOLE-Sphephelo_390475
世界杯小组赛,Group A,2,South Africa,Jayden ADAMS,MF,23,RSA,2001/5/5,25,177,70,463236,https://digitalhub.fifa.com/transform/d238f3d6-bc5d-44c6-b312-2989524bea12/ADAMS-Jayden_463236
世界杯小组赛,Group A,2,South Africa,Oswin APPOLLIS,FW,7,RSA,2001/8/25,24,171,70,419223,https://digitalhub.fifa.com/transform/91646285-a63d-4aeb-8036-da1dd055d6b5/APPOLLIS-Oswin_419223
世界杯小组赛,Group A,2,South Africa,Tshepang MOREMI,FW,8,RSA,2000/10/2,25,169,70,504193,https://digitalhub.fifa.com/transform/5579f48c-4b61-4def-b314-75e873c36961/MOREMI-Tshepang_504193
世界杯小组赛,Group A,2,South Africa,Lyle FOSTER,FW,9,RSA,2000/9/3,25,185,79,419211,https://digitalhub.fifa.com/transform/155c969c-63e1-438e-bd3d-ce587ac212c6/FOSTER-Lyle_419211
世界杯小组赛,Group A,2,South Africa,Relebohile MOFOKENG,FW,10,RSA,2004/10/23,21,168,69,486161,https://digitalhub.fifa.com/transform/4946f2f8-a809-451e-962b-7b7426bbd633/MOFOKENG-Relebohile_486161
世界杯小组赛,Group A,2,South Africa,Thapelo MASEKO,FW,12,RSA,2003/11/11,22,178,74,463234,https://digitalhub.fifa.com/transform/a8c4c69e-b074-4a10-9bfc-38c85175560d/MASEKO-Thapelo_463234
世界杯小组赛,Group A,2,South Africa,Iqraam RAYNERS,FW,15,RSA,1995/12/19,30,174,76,481242,https://digitalhub.fifa.com/transform/f13ebf2a-3cac-4af7-bd73-2b70ed5ecc1a/RAYNERS-Iqraam_481242
世界杯小组赛,Group A,2,South Africa,Evidence MAKGOPA,FW,17,RSA,2000/6/5,26,183,74,430917,https://digitalhub.fifa.com/transform/9c040766-d546-4007-9fa3-eb50206cd689/MAKGOPA-Evidence_430917
世界杯小组赛,Group A,2,South Africa,Kamogelo SEBELEBELE,FW,25,RSA,2002/7/21,23,166,55,506038,https://digitalhub.fifa.com/transform/dcd49deb-cb7f-4620-8f79-98a802624026/SEBELEBELE-Kamogelo_506038
世界杯小组赛,Group H,1,Spain,David RAYA,GK,1,ESP,1995/9/15,30,186,82,447853,https://digitalhub.fifa.com/transform/2a0b3279-e7c5-44c9-8f13-897d085e83bf/RAYA-David_447853
世界杯小组赛,Group H,1,Spain,Joan GARCIA,GK,13,ESP,2001/5/4,25,194,86,484691,https://digitalhub.fifa.com/transform/08439f96-c835-4b28-9fc5-7e90d4e82738/GARCIA-Joan_484691
世界杯小组赛,Group H,1,Spain,Unai SIMON,GK,23,ESP,1997/6/11,29,190,88,430753,https://digitalhub.fifa.com/transform/41e0f920-bd7d-4bd6-882b-c83ed33e3f26/SIMON-Unai_430753
世界杯小组赛,Group H,1,Spain,Marc PUBILL,DF,2,ESP,2003/6/20,23,191,86,484728,https://digitalhub.fifa.com/transform/fd21bf4f-bf7d-4917-8afd-3def8e7e5069/PUBILL-Marc_484728
世界杯小组赛,Group H,1,Spain,Alex GRIMALDO,DF,3,ESP,1995/9/20,30,171,67,391297,https://digitalhub.fifa.com/transform/5517003d-ede4-43f5-a595-68e9bd17f6ca/GRIMALDO-Alex_391297
世界杯小组赛,Group H,1,Spain,Eric GARCIA,DF,4,ESP,2001/1/9,25,183,78,405562,https://digitalhub.fifa.com/transform/96536fc5-7d12-442c-89ba-c7ccdae45d61/GARCIA-Eric_405562
世界杯小组赛,Group H,1,Spain,Marcos LLORENTE,DF,5,ESP,1995/1/30,31,183,75,382739,https://digitalhub.fifa.com/transform/ab948683-40c0-4af1-9038-b7f24da3ffc2/LLORENTE-Marcos_382739
世界杯小组赛,Group H,1,Spain,Pedro PORRO,DF,12,ESP,1999/9/13,26,173,73,430144,https://digitalhub.fifa.com/transform/2c33b0c7-c399-4eac-98b2-66f35e77886a/PORRO-Pedro_430144
世界杯小组赛,Group H,1,Spain,Aymeric LAPORTE,DF,14,ESP,1994/5/27,32,191,86,335999,https://digitalhub.fifa.com/transform/e923ca38-381d-4187-9d40-9f5f72434530/LAPORTE-Aymeric_335999
世界杯小组赛,Group H,1,Spain,Pau CUBARSI,DF,22,ESP,2007/1/22,19,183,77,474973,https://digitalhub.fifa.com/transform/02b8f052-fa36-41a9-807e-e8f7c6a96d61/CUBARSI-Pau_474973
世界杯小组赛,Group H,1,Spain,Marc CUCURELLA,DF,24,ESP,1998/7/22,27,173,70,430735,https://digitalhub.fifa.com/transform/3bc6b871-a4b2-4201-8885-a77420f4c7c9/CUCURELLA-Marc_430735
世界杯小组赛,Group H,1,Spain,Mikel MERINO,MF,6,ESP,1996/6/22,30,188,85,430733,https://digitalhub.fifa.com/transform/bcc810b0-5c45-4781-809e-beae8b68e1d8/MERINO-Mikel_430733
世界杯小组赛,Group H,1,Spain,Fabian RUIZ,MF,8,ESP,1996/4/3,30,188,82,430718,https://digitalhub.fifa.com/transform/c40ded96-190d-41c8-90f2-6a253a63b33d/RUIZ-Fabian_430718
世界杯小组赛,Group H,1,Spain,GAVI,MF,9,ESP,2004/8/5,21,173,70,447866,https://digitalhub.fifa.com/transform/4a8278cb-43c6-4a1a-8aa8-896c67daf977/GAVI_447866
世界杯小组赛,Group H,1,Spain,Alex BAENA,MF,15,ESP,2001/7/20,24,172,65,447860,https://digitalhub.fifa.com/transform/19c2a085-e986-4c5b-8af7-aa98f7adc36e/BAENA-Alex_447860
世界杯小组赛,Group H,1,Spain,RODRI,MF,16,ESP,1996/6/22,30,190,90,411375,https://digitalhub.fifa.com/transform/295ab5b2-4dbf-42b9-918b-04fb4ae0ec0a/RODRI_411375
世界杯小组赛,Group H,1,Spain,Martin ZUBIMENDI,MF,18,ESP,1999/2/2,27,181,78,430754,https://digitalhub.fifa.com/transform/640def2c-056d-4b6d-8bcc-613b77f99160/ZUBIMENDI-Martin_430754
世界杯小组赛,Group H,1,Spain,PEDRI,MF,20,ESP,2002/11/25,23,174,68,423646,https://digitalhub.fifa.com/transform/75a5861e-008f-460c-81e4-8085fa2cc961/PEDRI_423646
世界杯小组赛,Group H,1,Spain,Ferran TORRES,FW,7,ESP,2000/2/29,26,183,81,405545,https://digitalhub.fifa.com/transform/aa65d133-f0fb-4379-9b1b-6c9dc2f40195/TORRES-Ferran_405545
世界杯小组赛,Group H,1,Spain,Dani OLMO,FW,10,ESP,1998/5/7,28,179,72,430750,https://digitalhub.fifa.com/transform/c3f3e67a-90c1-469a-a4e1-263a470db989/OLMO-Dani_430750
世界杯小组赛,Group H,1,Spain,Yeremy PINO,FW,11,ESP,2002/10/20,23,174,66,423658,https://digitalhub.fifa.com/transform/40328b78-c5b4-4c63-a11e-e5d1491793ef/PINO-Yeremy_423658
世界杯小组赛,Group H,1,Spain,Nico WILLIAMS,FW,17,ESP,2002/7/12,23,181,74,447855,https://digitalhub.fifa.com/transform/1792665e-37cb-421d-969b-e6a3edbd8d76/WILLIAMS-Nico_447855
世界杯小组赛,Group H,1,Spain,Lamine YAMAL,FW,19,ESP,2007/7/13,18,183,63,484320,https://digitalhub.fifa.com/transform/37b631d3-c340-4590-91a8-bb00bd5f1e89/YAMAL-Lamine_484320
世界杯小组赛,Group H,1,Spain,Mikel OYARZABAL,FW,21,ESP,1997/4/21,29,181,80,430751,https://digitalhub.fifa.com/transform/2f46ed20-b155-4201-8b97-badbc3619450/OYARZABAL-Mikel_430751
世界杯小组赛,Group H,1,Spain,Victor MUNOZ,FW,25,ESP,2003/7/13,22,173,70,492859,https://digitalhub.fifa.com/transform/73c58323-50f9-463b-88f0-abce4d69067c/MUNOZ-Victor_492859
世界杯小组赛,Group H,1,Spain,Borja IGLESIAS,FW,26,ESP,1993/1/17,33,187,90,447864,https://digitalhub.fifa.com/transform/e90fda84-dae1-44e9-b030-9ce63b11b2d4/IGLESIAS-Borja_447864
世界杯小组赛,Group F,3,Sweden,Jacob WIDELL ZETTERSTROM,GK,1,SWE,1998/7/11,27,197,88,489685,https://digitalhub.fifa.com/transform/c93a418b-3456-4b0f-b0e0-8cb27004aebb/WIDELL-ZETTERSTROM-Jacob_489685
世界杯小组赛,Group F,3,Sweden,Viktor JOHANSSON,GK,12,SWE,1998/9/14,27,187,80,483264,https://digitalhub.fifa.com/transform/c311a4ac-f9ad-48d3-99dc-b9c53345d0f9/JOHANSSON-Viktor_483264
世界杯小组赛,Group F,3,Sweden,Kristoffer NORDFELDT,GK,23,SWE,1989/6/23,37,190,85,360496,https://digitalhub.fifa.com/transform/747828c3-0592-411d-889a-9a59ae78e0b6/NORDFELDT-Kristoffer_360496
世界杯小组赛,Group F,3,Sweden,Gustaf LAGERBIELKE,DF,2,SWE,2000/4/10,26,193,80,483304,https://digitalhub.fifa.com/transform/12a80a14-c33d-480f-8742-315485c114c1/LAGERBIELKE-Gustaf_483304
世界杯小组赛,Group F,3,Sweden,Victor LINDELOF,DF,3,SWE,1994/7/17,31,187,82,395283,https://digitalhub.fifa.com/transform/88b96376-9f31-40fd-a0fc-ae12aab484c4/LINDELOF-Victor_395283
世界杯小组赛,Group F,3,Sweden,Isak HIEN,DF,4,SWE,1999/1/13,27,191,88,483312,https://digitalhub.fifa.com/transform/0daf43d1-2714-4cc3-ab8b-3cf2020bf150/HIEN-Isak_483312
世界杯小组赛,Group F,3,Sweden,Gabriel GUDMUNDSSON,DF,5,SWE,1999/4/29,27,181,75,483276,https://digitalhub.fifa.com/transform/43fd52e9-e3a9-46f6-8432-7bfbbb394678/GUDMUNDSSON-Gabriel_483276
世界杯小组赛,Group F,3,Sweden,Herman JOHANSSON,DF,6,SWE,1997/10/16,28,190,84,514639,https://digitalhub.fifa.com/transform/58eb2743-907e-4e6d-8020-28c8767e5cdc/JOHANSSON-Herman_514639
世界杯小组赛,Group F,3,Sweden,Daniel SVENSSON,DF,8,SWE,2002/2/12,24,183,72,491255,https://digitalhub.fifa.com/transform/49dbfd16-1871-40c2-94d5-995f9e38cc04/SVENSSON-Daniel_491255
世界杯小组赛,Group F,3,Sweden,Hjalmar EKDAL,DF,14,SWE,1998/10/21,27,187,76,483319,https://digitalhub.fifa.com/transform/23439c93-9021-4c30-b8b1-45141ad89e8c/EKDAL-Hjalmar_483319
世界杯小组赛,Group F,3,Sweden,Carl STARFELT,DF,15,SWE,1995/6/1,31,185,83,441132,https://digitalhub.fifa.com/transform/7c4b343c-446c-4d27-ab62-bb85ee559985/STARFELT-Carl_441132
世界杯小组赛,Group F,3,Sweden,Eric SMITH,DF,20,SWE,1997/1/8,29,192,86,493061,https://digitalhub.fifa.com/transform/7f7bf320-92e1-4267-bc6b-56f2ec37e94f/SMITH-Eric_493061
世界杯小组赛,Group F,3,Sweden,Alexander BERNHARDSSON,DF,21,SWE,1998/9/8,27,184,70,502945,https://digitalhub.fifa.com/transform/165d5004-48b5-4a8c-86ee-d7c982b9b96c/BERNHARDSSON-Alexander_502945
世界杯小组赛,Group F,3,Sweden,Elliot STROUD,DF,24,SWE,2002/6/22,24,185,75,519958,https://digitalhub.fifa.com/transform/12d24b4c-5628-4013-8f4d-bddea4ae2258/STROUD-Elliot_519958
世界杯小组赛,Group F,3,Sweden,Lucas BERGVALL,MF,7,SWE,2006/2/2,20,187,75,489689,https://digitalhub.fifa.com/transform/bd927d6a-bb9d-4424-9e96-53c2ebc7220b/BERGVALL-Lucas_489689
世界杯小组赛,Group F,3,Sweden,Benjamin NYGREN,MF,10,SWE,2001/7/8,24,187,76,502946,https://digitalhub.fifa.com/transform/e464be99-48c1-41a9-b5aa-2c5760f1d302/NYGREN-Benjamin_502946
世界杯小组赛,Group F,3,Sweden,Ken SEMA,MF,13,SWE,1993/9/30,32,180,69,395286,https://digitalhub.fifa.com/transform/eb495b7c-f859-40c2-9327-9478faf03c24/SEMA-Ken_395286
世界杯小组赛,Group F,3,Sweden,Jesper KARLSTROM,MF,16,SWE,1995/6/21,31,182,81,441135,https://digitalhub.fifa.com/transform/0ed50024-cb6d-4fa5-bc7c-ba8a9afa7fd3/KARLSTROM-Jesper_441135
世界杯小组赛,Group F,3,Sweden,Yasin AYARI,MF,18,SWE,2003/10/6,22,172,69,489688,https://digitalhub.fifa.com/transform/ac9ed8a6-7b39-4962-8245-b80556224ca0/AYARI-Yasin_489688
世界杯小组赛,Group F,3,Sweden,Mattias SVANBERG,MF,19,SWE,1999/1/5,27,186,77,433795,https://digitalhub.fifa.com/transform/0d003261-373c-46f2-90c6-34d700c027f6/SVANBERG-Mattias_433795
世界杯小组赛,Group F,3,Sweden,Besfort ZENELI,MF,22,SWE,2002/11/21,23,187,71,503047,https://digitalhub.fifa.com/transform/7bd98883-dd6c-4e8f-954e-af31d070eac7/ZENELI-Besfort_503047
世界杯小组赛,Group F,3,Sweden,Alexander Isak,FW,9,SWE,1999/9/21,26,190,74,430150,https://digitalhub.fifa.com/transform/c6ffe63b-aefd-43b8-bd9d-3c6e31a8f418/ISAK-Alexander_430150
世界杯小组赛,Group F,3,Sweden,Anthony ELANGA,FW,11,SWE,2002/4/27,24,178,75,441137,https://digitalhub.fifa.com/transform/38e8d10e-aa56-4837-a589-35bc4dcc23a3/ELANGA-Anthony_441137
世界杯小组赛,Group F,3,Sweden,Viktor GYOKERES,FW,17,SWE,1998/6/4,28,189,90,483327,https://digitalhub.fifa.com/transform/ca3d75bf-7e31-4269-9933-b296eb3f5bff/GYOKERES-Viktor_483327
世界杯小组赛,Group F,3,Sweden,Gustaf NILSSON,FW,25,SWE,1997/5/23,29,197,88,489691,https://digitalhub.fifa.com/transform/ba9d4008-fe99-49d2-afb3-c3a9d7a97da8/NILSSON-Gustaf_489691
世界杯小组赛,Group F,3,Sweden,Taha ALI,FW,26,SWE,1998/7/1,27,174,63,514202,https://digitalhub.fifa.com/transform/9a70800c-37c4-4cd9-b195-f307dbaad09b/ALI-Taha_514202
世界杯小组赛,Group B,1,Switzerland,Gregor KOBEL,GK,1,SUI,1997/12/6,28,196,91,448107,https://digitalhub.fifa.com/transform/8c199208-00cd-46ca-877b-f0fd4fb08e31/KOBEL-Gregor_448107
世界杯小组赛,Group B,1,Switzerland,Yvon MVOGO,GK,12,SUI,1994/6/6,32,190,88,402022,https://digitalhub.fifa.com/transform/66a48e5b-90b7-48fa-94b6-f91d76c28962/MVOGO-Yvon_402022
世界杯小组赛,Group B,1,Switzerland,Marvin KELLER,GK,21,SUI,2002/7/3,23,189,89,484862,https://digitalhub.fifa.com/transform/4c9ca839-ca31-4d4c-a620-3a5117c5efa8/KELLER-Marvin_484862
世界杯小组赛,Group B,1,Switzerland,Miro MUHEIM,DF,2,SUI,1998/3/24,28,182,82,493221,https://digitalhub.fifa.com/transform/d3efd73b-690b-417d-a645-0a45b5c00bc8/MUHEIM-Miro_493221
世界杯小组赛,Group B,1,Switzerland,Silvan WIDMER,DF,3,SUI,1993/3/5,33,183,83,356412,https://digitalhub.fifa.com/transform/41a8791f-677e-4106-b2e4-9d71011c561d/WIDMER-Silvan_356412
世界杯小组赛,Group B,1,Switzerland,Nico ELVEDI,DF,4,SUI,1996/9/30,29,189,85,398509,https://digitalhub.fifa.com/transform/5631cb24-dba7-44dd-ac2c-1c67b14d7649/ELVEDI-Nico_398509
世界杯小组赛,Group B,1,Switzerland,Manuel AKANJI,DF,5,SUI,1995/7/19,30,188,95,405178,https://digitalhub.fifa.com/transform/3a90610e-9f70-434a-b8b0-450a1ea81d75/AKANJI-Manuel_405178
世界杯小组赛,Group B,1,Switzerland,Ricardo RODRIGUEZ,DF,13,SUI,1992/8/25,33,182,82,313559,https://digitalhub.fifa.com/transform/07f27983-8eee-43f3-b68c-b45b6f806785/RODRIGUEZ-Ricardo_313559
世界杯小组赛,Group B,1,Switzerland,Eray COEMERT,DF,18,SUI,1998/2/4,28,183,80,448136,https://digitalhub.fifa.com/transform/9b17e0f6-f09e-417d-9829-857d7a7d1fa3/COEMERT-Eray_448136
世界杯小组赛,Group B,1,Switzerland,Aurele AMENDA,DF,24,SUI,2003/7/31,22,194,98,484864,https://digitalhub.fifa.com/transform/f38da0cf-fda0-4f52-838c-0bb40ab279c8/AMENDA-Aurele_484864
世界杯小组赛,Group B,1,Switzerland,Luca JAQUEZ,DF,25,SUI,2003/6/2,23,187,83,510908,https://digitalhub.fifa.com/transform/2f3d611d-71c6-40ac-bc76-fdad78fe3c5e/JAQUEZ-Luca_510908
世界杯小组赛,Group B,1,Switzerland,Denis ZAKARIA,MF,6,SUI,1996/11/20,29,189,77,401448,https://digitalhub.fifa.com/transform/e47d229b-d092-4759-82e0-0e5f88b2c894/ZAKARIA-Denis_401448
世界杯小组赛,Group B,1,Switzerland,Remo FREULER,MF,8,SUI,1992/4/15,34,181,75,402021,https://digitalhub.fifa.com/transform/821a56dc-683d-4326-a784-21e25428a18f/FREULER-Remo_402021
世界杯小组赛,Group B,1,Switzerland,Johan MANZAMBI,MF,9,SUI,2005/10/14,20,182,76,502727,https://digitalhub.fifa.com/transform/a0cb9413-32ea-4b8f-9801-55474cb12b77/MANZAMBI-Johan_502727
世界杯小组赛,Group B,1,Switzerland,Granit XHAKA,MF,10,SUI,1992/9/27,33,183,82,311558,https://digitalhub.fifa.com/transform/a6c333cc-3042-4094-9ec0-094479b8ca3a/XHAKA-Granit_311558
世界杯小组赛,Group B,1,Switzerland,Ardon JASHARI,MF,14,SUI,2002/7/30,23,181,75,448120,https://digitalhub.fifa.com/transform/9e9fc9ed-5b8e-4c1e-a4e3-c29201d34dae/JASHARI-Ardon_448120
世界杯小组赛,Group B,1,Switzerland,Djibril SOW,MF,15,SUI,1997/2/6,29,183,76,411226,https://digitalhub.fifa.com/transform/64b86b6f-824e-4ef9-aa1e-43cfff2a7df1/SOW-Djibril_411226
世界杯小组赛,Group B,1,Switzerland,Michel AEBISCHER,MF,20,SUI,1997/1/6,29,183,76,433147,https://digitalhub.fifa.com/transform/33ced9ed-c3fd-4933-bc83-4a7a1465a94f/AEBISCHER-Michel_433147
世界杯小组赛,Group B,1,Switzerland,Fabian RIEDER,MF,22,SUI,2002/2/16,24,181,74,448103,https://digitalhub.fifa.com/transform/7e5b9fb5-dfcf-47e7-b185-ebd6d915e0be/RIEDER-Fabian_448103
世界杯小组赛,Group B,1,Switzerland,Breel EMBOLO,FW,7,SUI,1997/2/14,29,184,86,393480,https://digitalhub.fifa.com/transform/b2483096-041c-489b-a1c5-6d930f380909/EMBOLO-Breel_393480
世界杯小组赛,Group B,1,Switzerland,Dan NDOYE,FW,11,SUI,2000/10/25,25,184,72,448114,https://digitalhub.fifa.com/transform/b536dbbe-88a2-4caf-97c0-6baac25c43fe/NDOYE-Dan_448114
世界杯小组赛,Group B,1,Switzerland,Christian FASSNACHT,FW,16,SUI,1993/11/11,32,185,78,448124,https://digitalhub.fifa.com/transform/7ece88c1-0971-4298-a4f1-00547bf2c889/FASSNACHT-Christian_448124
世界杯小组赛,Group B,1,Switzerland,Ruben VARGAS,FW,17,SUI,1998/8/5,27,179,70,448131,https://digitalhub.fifa.com/transform/625f7ce0-81a9-4bab-9b18-c9ec395b5096/VARGAS-Ruben_448131
世界杯小组赛,Group B,1,Switzerland,Noah OKAFOR,FW,19,SUI,2000/5/24,26,185,80,448127,https://digitalhub.fifa.com/transform/dd8abcd7-7775-4f67-9e25-eaa6e7cb2b97/OKAFOR-Noah_448127
世界杯小组赛,Group B,1,Switzerland,Zeki AMDOUNI,FW,23,SUI,2000/12/4,25,183,82,448112,https://digitalhub.fifa.com/transform/64a9489f-28d0-40ca-9592-3cda9cb7cac5/AMDOUNI-Zeki_448112
世界杯小组赛,Group B,1,Switzerland,Cedric ITTEN,FW,26,SUI,1996/12/27,29,190,82,448104,https://digitalhub.fifa.com/transform/b9cc3593-aa7e-4f6f-b22b-2cdeae513a1e/ITTEN-Cedric_448104
世界杯小组赛,Group F,4,Tunisia,Mouhib CHAMAKH,GK,1,TUN,2001/8/25,24,189,85,520245,https://digitalhub.fifa.com/transform/7047e775-2f2c-4ea2-9ca6-6fc23363c591/CHAMAKH-Mouhib_520245
